Augmentation Type,Original Sentence,Augmented Sentence
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel sword E1_Placeholder is filled with E2_Placeholder, and the pressure on the outer volume of the chamber remains stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel <e1> tank </e1> will be filled with <e2> liquid_nitrogen </e2>, and an inch pressure on the external book of the camera is stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The holder of E1_Placeholder in stainless steel was filled with resident E2_Place, and the pressure of Indiana The outside volume of the room was held stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel E1_Placeholder was full with E2_Placeholder, and the pressure in the outer volume of the camera remained stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The stainless steel E1_placeholder was filled with E2_placeholder and the pressure in the outer volume of the room would remain regularly.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The steelless_steel Steel E1_placeholder was filled with E2_placeholder and the imperativity in the outer part of the room exists regularly.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel E1_paceholder was satiated with E2_paceholder, and the pressure in most of the camera remained stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The Staillze_Steel steel E1_placeholder is filled with E2_placeholder, and the imperativity in the outer volume of the room was regular."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel E1_placeholder is immediately filled with E2_placeholder, and the imperativity inch The outer volume of the room was stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The stainless steel <e1> cylinder </e1> was Fill_Up with <e2> liquid_nitrogen </e2> and the pressure in the external volume of the Chamber constitutes constant.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel sword E1_Placeholder is full of E2_Placeholder, and the imperfections in most of the external rooms are kept regular."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The Staillze_Steel steel E1_placeholder was Fill_Up with E2_placeholder and the pressure in the outer bulk of the room became steady.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The domestic steel <e1> tank </e1> Be Fill_up with <e2> N2 </e2>, and pressure, Indian, external volume of the camera was withheld."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The stainless steel e1_placeHolder was filled_up with E2_Placeholder and the pressure in the external volume of the Chamber was maintained stable.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The stainless steel <e1> cylinder </e1> was Fill_Up with <e2> liquid_nitrogen </e2> and the pressure in the external volume of the Chamber constitutes constant.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The stainless steel E1_Placeholder was encountered with E2_Placeholder and the pressure in the external volume of the Chamber was kept firm.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel is filled with E2_Placeholder, and the pressure in the outer volume of the camera exists firm observes."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel cost E1_Placeholder full of <e2> liquid_nitrogen </e2>, and the press in the outer volume of the camera camera remained stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel -e1_place helper was saturated with E2_Place -H, and the press Indiana press the outer volume of the chamber was observed stably."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel E1_Placeholder was filled with e2_paceholder, and the pressure in the outer volume of the camera remained stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel E1_Placeholder met with E2_Placeholder, and atmospheric pressure in the outer book of the camera remained stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel E1_Placeholder is filled with E2_Placeholder, and the pressure of the outer volume of the chamber remains stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel E1_placeholder was filled with E2_placeholder, and the pressure Indiana would be the outer volume of the room."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","Stainless steel E1_Placeholder occupies E2_Placeholder, and the indoor volume is equal."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","Stainless steel E1_Placeholder is filled with E2_Placeholder, and the pressure in indoor books is stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel was filled with E2_paceholder, and atmospheric pressure in the outer volume of the camera remained stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel E1_Placeholder is filled with E2_Placeholder, and the pressure in Indiana remains stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The holder of stainless steel_steel <e1> container </e1> must be filled with <e2> liquid_nitrogen </e2>, and the pressure in the outside volume of the room was stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The stainless steel <e1> container </e1> was filled with E2_Placeholder and the pressure in the external volume of the Chamber was kept stable.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The stainless steel -steel E1_Place helper was with the E2_Place -H and the pressure of the external volume of the chamber was regularly recorded.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","Steel steel <e1> tank </e1> Stainess_Steel, filled with <e2> liquid_nitrogen </e2>, and imperative in the external main part of the bedroom remains stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The <e1> tank </e1> stainless steel sword was filled with E2_Place holder, and imperativeness in most of the room was maintained regular."
